id,name,bigg,rhea,ec,kegg,transporter,exchange,no id
R_GLCNt2r,"D-gluconate transport via proton symport, reversible",GLCNt2r,"['28834', '28831', '28833', '28832']",,,TRUE,FALSE,FALSE
R_GLNabc,L-glutamine transport via ABC system,GLNabc,"['29895#1', '29897#1', '29898#1', '29896#1']",['3.6.3.21'],,TRUE,FALSE,FALSE
R_GLUabc,L-glutamate transport via ABC system,GLUabc,"['29038#1', '29035#1', '29037#1', '29036#1']",['3.6.3.21'],,TRUE,FALSE,FALSE
R_H2Ot,H2O transport via diffusion,H2Ot,"['29668', '29669', '29667', '29670']",,,TRUE,FALSE,FALSE
R_GLYBabc,Glycine betaine transport via ABC system,GLYBabc,"['32784#1', '32785#1', '32783#1', '32786#1']",,,TRUE,FALSE,FALSE
R_GLYC3Pabc,Sn-Glycerol 3-phosphate transport via ABC system,GLYC3Pabc,"['21669#1', '21670#1', '21668#1', '21671#1']",['3.6.3.20'],,TRUE,FALSE,FALSE
R_HISabc,L-histidine transport via ABC system,HISabc,"['29893#1', '29894#1', '29891#1', '29892#1']",['3.6.3.21'],,TRUE,FALSE,FALSE
R_GLYCLTt2r,"Glycolate transport via proton symport, reversible",GLYCLTt2r,"['29414', '29413', '29411', '29412']",,,TRUE,FALSE,FALSE
R_HISt2r,L histidine reversible transport via proton symport,HISt2r,"['37049', '37050', '37048', '37047']",,,TRUE,FALSE,FALSE
R_GLYCt,Glycerol transport via channel,GLYCt,"['29676', '29678', '29677', '29675']",,,TRUE,FALSE,FALSE
R_GLYt2r,Glycine reversible transport via proton symport,GLYt2r,"['28901', '28902', '28900', '28899']",,,TRUE,FALSE,FALSE
R_HPPPNt2r,"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible",HPPPNt2r,"['28910', '28907', '28909', '28908']",,,TRUE,FALSE,FALSE
R_IDONt2r,"L-idonate transport via proton symport, reversible",IDONt2r,"['29572', '29573', '29571', '29574']",['3.6.3'],,TRUE,FALSE,FALSE
R_ILEabc,L-isoleucine transport via ABC system,ILEabc,"['29820#1', '29819#1', '29821#1', '29822#1']",,,TRUE,FALSE,FALSE
R_INDOLEt2r,"Indole transport via proton symport, reversible",INDOLEt2r,"['29228', '29227', '29230', '29229']",,,TRUE,FALSE,FALSE
R_Kabc,Potassium ABC transporter,Kabc,"['16777#1', '16778#1', '16779#1', '16780#1']","['3.6.3.10', '3.6.3.12']",,TRUE,FALSE,FALSE
R_INSt2_copy1,Inosine transport in via proton symport,INSt2,"['29965', '29964', '29966', '29963']",,,TRUE,FALSE,FALSE
R_INSt2_copy2,Inosine transport in via proton symport,INSt2,"['29965', '29964', '29966', '29963']",,,TRUE,FALSE,FALSE
R_Kt2r,Potassium reversible transport  via proton symport,Kt2r,"['28490', '28493', '28491', '28492']",,,TRUE,FALSE,FALSE
R_LCTSt,Lactose transport via proton symport,LCTSt,"['28869', '28868', '28870', '28867']",,,TRUE,FALSE,FALSE
R_LEUabc,L-leucine transport via ABC system,LEUabc,"['29810#1', '29808#1', '29809#1', '29807#1']",,,TRUE,FALSE,FALSE
R_METDabc,D-methionine transport via ABC system,METDabc,"['29770#1', '29767#1', '29769#1', '29768#1']",,,TRUE,FALSE,FALSE
R_METabc,L-methionine transport via ABC system,METabc,"['29780#2', '29779#2', '29782#2', '29781#2', '32829#1', '32827#1', '32830#1', '32828#1']",,,TRUE,FALSE,FALSE
R_LYSabc,L-lysine transport via ABC system,LYSabc,"['29887#1', '29888#1', '29890#1', '29889#1']",['3.6.3.21'],,TRUE,FALSE,FALSE
R_LYSt2r,L lysine reversible transport via proton symport,LYSt2r,"['28913', '28914', '28911', '28912']",,,TRUE,FALSE,FALSE
R_L_LACt2r,L lactate reversible transport via proton symport,L_LACt2r,"['29418', '29415', '29416', '29417']",,,TRUE,FALSE,FALSE
R_MALTTRabc,Maltotriose transport via ABC system,MALTTRabc,,['3.6.3'],,TRUE,FALSE,FALSE
R_MALTTTRabc,Maltotetraose transport via ABC system,MALTTTRabc,,['3.6.3'],,TRUE,FALSE,FALSE
R_MALTabc,Maltose transport via ABC system,MALTabc,"['22134#1', '22135#1', '22132#1', '22133#1']",['3.6.3.19'],,TRUE,FALSE,FALSE
R_MALt2_2,Malate transport via proton symport (2 H),MALt2_2,"['29341', '29340', '29342', '29339']",,,TRUE,FALSE,FALSE
R_NO3t7,Nitrate transport in via nitrite antiport,NO3t7,"['28746', '28743', '28744', '28745']",,,TRUE,FALSE,FALSE
R_NH4t,Ammonia reversible transport,NH4t,"['28749', '28748', '28750', '28747']",,,TRUE,FALSE,FALSE
R_NMNt7,NMN transport via NMN glycohydrolase,NMNt7,,['3.2.2.14'],,TRUE,FALSE,FALSE
R_PHEt2r,L phenylalanine reversible transport via proton symport,PHEt2r,"['28926', '28923', '28924', '28925']",,,TRUE,FALSE,FALSE
R_PIabc,Phosphate transport via ABC system,PIabc,"['24441#1', '24442#1', '24443#1', '24440#1']",['3.6.3.27'],,TRUE,FALSE,FALSE
R_PIt2r,Phosphate reversible transport via symport,PIt2r,"['29939', '29941', '29940', '29942']",,,TRUE,FALSE,FALSE
R_ORNabc,Ornithine transport via ABC system,ORNabc,"['29883#1', '29885#1', '29886#1', '29884#1']",['3.6.3.21'],,TRUE,FALSE,FALSE
R_PROabc,L-proline transport via ABC system,PROabc,"['29816#1', '29817#1', '29815#1', '29818#1']",,,TRUE,FALSE,FALSE
R_PROt2r,L proline reversible transport via proton symport,PROt2r,"['28963', '28964', '28965', '28966']",,,TRUE,FALSE,FALSE
R_PTRCabc,Putrescine transport via ABC system,PTRCabc,"['29998#1', '29996#1', '29995#1', '29997#1']",['3.6.3.31'],,TRUE,FALSE,FALSE
R_PTRCt2,"Putrescine transport in via proton symport, reversible",PTRCt2,"['28891', '28892', '28894', '28893']",,,TRUE,FALSE,FALSE
R_SUCCt2_2,Succinate transport via proton symport (2 H),SUCCt2_2,"['29305', '29306', '29304', '29303']",,,TRUE,FALSE,FALSE
R_RIBabc,D-ribose transport via ABC system,RIBabc,"['29904#1', '29905#1', '29903#1', '29906#1']",['3.6.3.17'],,TRUE,FALSE,FALSE
R_TREpts,Trehalose transport via PEP:Pyr PTS,TREpts,,['2.7.1.69'],,TRUE,FALSE,FALSE
R_RMNt,L-rhamnose transport via proton symport,RMNt,"['29949', '29950', '29948', '29947']",,,TRUE,FALSE,FALSE
R_SULabc,Sulfate transport via ABC system,SULabc,"['10192#1', '10193#1', '10194#1', '10195#1']",['3.6.3.25'],,TRUE,FALSE,FALSE
R_TRPt2r,L tryptophan reversible transport via proton symport,TRPt2r,"['28882', '28881', '28880', '28879']",,,TRUE,FALSE,FALSE
R_TSULabc,Thiosulfate transport via ABC system,TSULabc,"['29872#1', '29873#1', '29874#1', '29871#1']",['3.6.3.25'],,TRUE,FALSE,FALSE
R_TYRt2r,L tyrosine reversible transport via proton symport,TYRt2r,"['28876', '28875', '28877', '28878']",,,TRUE,FALSE,FALSE
R_TAURabc,Taurine transport via ABC system,TAURabc,"['14614#1', '14615#1', '14613#1', '14616#1']",['3.6.3.36'],,TRUE,FALSE,FALSE
R_THMDt2_copy1,Thymidine transport in via proton symport,THMDt2,"['29957', '29958', '29955', '29956']",,,TRUE,FALSE,FALSE
R_THMDt2_copy2,Thymidine transport in via proton symport,THMDt2,"['29957', '29958', '29955', '29956']",,,TRUE,FALSE,FALSE
R_THRt2r,L threonine reversible transport via proton symport,THRt2r,"['28886', '28885', '28883', '28884']",,,TRUE,FALSE,FALSE
R_URAt2_copy1,Uracil transport in via proton symport,URAt2,"['29242', '29239', '29241', '29240']",,,TRUE,FALSE,FALSE
R_URAt2_copy2,Uracil transport in via proton symport,URAt2,"['29242', '29239', '29241', '29240']",,,TRUE,FALSE,FALSE
R_UREAt,Urea transport via facilitate diffusion,UREAt,"['32802', '32799', '32801', '32800']",,,TRUE,FALSE,FALSE
R_URIt2_copy1,Uridine transport in via proton symport,URIt2,"['29953', '29954', '29952', '29951']",,,TRUE,FALSE,FALSE
R_URIt2_copy2,Uridine transport in via proton symport,URIt2,"['29953', '29954', '29952', '29951']",,,TRUE,FALSE,FALSE
R_VALabc,L-valine transport via ABC system,VALabc,"['29805#2', '29803#2', '29806#2', '29804#2']",,,TRUE,FALSE,FALSE
R_XANt2,Xanthine transport in via proton symport,XANt2,"['29663', '29665', '29666', '29664']",,,TRUE,FALSE,FALSE
R_XTSNt2,Xanthosine transport in via proton symport,XTSNt2,"['28940', '28942', '28941', '28939']",,,TRUE,FALSE,FALSE
R_XYLabc,D-xylose transport via ABC system,XYLabc,"['29902#1', '29900#1', '29899#1', '29901#1']",,,TRUE,FALSE,FALSE
R_XYLt2,D-xylose transport in via proton symport,XYLt2,"['28959', '28960', '28962', '28961']",,,TRUE,FALSE,FALSE
R_SERt2r,L serine reversible transport via proton symport,SERt2r,"['28888', '28887', '28889', '28890']",,,TRUE,FALSE,FALSE
R_SPMDabc,Spermidine transport via ABC system,SPMDabc,"['30000#1', '29999#1', '30002#1', '30001#1']",['3.6.3.31'],,TRUE,FALSE,FALSE
R_ALAabc,L-alanine transport via ABC system,ALAabc,,,,TRUE,FALSE,TRUE
R_ALLTNt2r,Allantoin transport in via proton symport,ALLTNt2r,,,,TRUE,FALSE,TRUE
R_12PPDt,"S-Propane-1,2-diol facilitated transport",12PPDt,,,,TRUE,FALSE,TRUE
R_ACACt2,Acetoacetate transport via proton symport,ACACt2,,,,TRUE,FALSE,TRUE
R_ACALDt,Acetaldehyde reversible transport,ACALDt,,,,TRUE,FALSE,TRUE
R_ACGApts,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS,ACGApts,,,,TRUE,FALSE,TRUE
R_ACMANApts,N-acetyl-D-mannosamine transport via PTS,ACMANApts,,,,TRUE,FALSE,TRUE
R_ARBt2r,L-arabinose transport via proton symport,ARBt2r,,,,TRUE,FALSE,TRUE
R_ACt2r,Acetate reversible transport via proton symport,ACt2r,,,,TRUE,FALSE,TRUE
R_ASNabc,L-asparagine transport via ABC system,ASNabc,,,,TRUE,FALSE,TRUE
R_ASNt2r,L asparagine reversible transport via proton symport,ASNt2r,,,,TRUE,FALSE,TRUE
R_CO2t,CO2 transporter via diffusion,CO2t,,,,TRUE,FALSE,TRUE
R_ASPt2r,L aspartate reversible transport via proton symport,ASPt2r,,,,TRUE,FALSE,TRUE
R_DGSNt2,Deoxyguanosine transport in via proton symport,DGSNt2,,,,TRUE,FALSE,TRUE
R_DHAt,Dihydroxyacetone transport via facilitated diffusion,DHAt,,,,TRUE,FALSE,TRUE
R_ASPt2_3,L-asparate transport via proton symport (3 H),ASPt2_3,,,,TRUE,FALSE,TRUE
R_DAPabc,M-diaminopimelic acid ABC transport,DAPabc,,,,TRUE,FALSE,TRUE
R_BUTt2r,"Butyrate transport via proton symport, reversible",BUTt2r,,,,TRUE,FALSE,TRUE
R_ETOHt2r,Ethanol reversible transport via proton symport,ETOHt2r,,,,TRUE,FALSE,TRUE
R_DSERt2,D-serine transport via proton symport,DSERt2,,,,TRUE,FALSE,TRUE
R_D_LACt2,D lactate transport via proton symport,D_LACt2,,,,TRUE,FALSE,TRUE
R_FE2abc,Iron (II) transport via ABC system,FE2abc,,,,TRUE,FALSE,TRUE
R_FRUpts,D-fructose transport via PEP:Pyr PTS,FRUpts,,,,TRUE,FALSE,TRUE
R_FRUpts2,Fructose transport via PEP:Pyr PTS (f6p generating),FRUpts2,,,,TRUE,FALSE,TRUE
R_FUCPt6_2,Fucose 1-phosphate transport via phosphate antiport,FUCPt6_2,,,,TRUE,FALSE,TRUE
R_FUCt,L-fucose transport via proton symport,FUCt,,,,TRUE,FALSE,TRUE
R_FUMt2_3,Fumarate transport via proton symport (3 H),FUMt2_3,,,,TRUE,FALSE,TRUE
R_G6Pt6_2,Glucose-6-phosphate transport via phosphate antiport,G6Pt6_2,,,,TRUE,FALSE,TRUE
R_GALCTt2r,"D-galactarte transport via proton symport, reversible",GALCTt2r,,,,TRUE,FALSE,TRUE
R_GALTpts,Galactitol transport via PEP:Pyr PTS,GALTpts,,,,TRUE,FALSE,TRUE
R_GALURt2r,"D-galacturonate transport via proton symport, reversible",GALURt2r,,,,TRUE,FALSE,TRUE
R_GAMpts,D-glucosamine transport via PEP:Pyr PTS,GAMpts,,,,TRUE,FALSE,TRUE
R_GLCpts,D-glucose transport via PEP:Pyr PTS,GLCpts,,,,TRUE,FALSE,TRUE
R_GLCt2,D-glucose transport in via proton symport,GLCt2,,,,TRUE,FALSE,TRUE
R_GLCRt2r,"D-glucarate transport via proton symport, reversible",GLCRt2r,,,,TRUE,FALSE,TRUE
R_GUAt,Guanine transport,GUAt,,,,TRUE,FALSE,TRUE
R_GUAt2r,Guanine reversible transport via proton symport,GUAt2r,,,,TRUE,FALSE,TRUE
R_GLUt2r,L glutamate transport via proton symport  reversible,GLUt2r,,,,TRUE,FALSE,TRUE
R_HCINNMt2r,"3-hydroxycinnamic acid transport via proton symport, reversible",HCINNMt2r,,,,TRUE,FALSE,TRUE
R_HDCAt2,Hexadecanoate transport via proton symport,HDCAt2,,,,TRUE,FALSE,TRUE
R_GLYBt2r,"Glycine betaine transport via proton symport, reversible",GLYBt2r,,,,TRUE,FALSE,TRUE
R_GSNt2,Guanosine transport in via proton symport,GSNt2,,,,TRUE,FALSE,TRUE
R_HYXNt,Hypoxanthine transport,HYXNt,,,,TRUE,FALSE,TRUE
R_ILEt2r,L isoleucine reversible transport via proton symport,ILEt2r,,,,TRUE,FALSE,TRUE
R_MELIBt2,Melibiose transport in via symport,MELIBt2,,,,TRUE,FALSE,TRUE
R_LEUt2r,L leucine reversible transport via proton symport,LEUt2r,,,,TRUE,FALSE,TRUE
R_MNLpts,Mannitol transport via PEP:Pyr PTS,MNLpts,,,,TRUE,FALSE,TRUE
R_MALTHXabc,Maltohexaose transport via ABC system,MALTHXabc,,,,TRUE,FALSE,TRUE
R_MALTPTabc,Maltopentaose transport via ABC system,MALTPTabc,,,,TRUE,FALSE,TRUE
R_MALTpts,Maltose transport via PEP:Pyr PTS,MALTpts,,,,TRUE,FALSE,TRUE
R_MALt2_3,Malate transport via proton symport (3 H),MALt2_3,,,,TRUE,FALSE,TRUE
R_MAN6Pt6_2,Mannose-6-phosphate transport via phosphate antiport,MAN6Pt6_2,,,,TRUE,FALSE,TRUE
R_NACt,Nicotinic acid transport,NACt,,,,TRUE,FALSE,TRUE
R_MANpts,D-mannose transport via PEP:Pyr PTS,MANpts,,,,TRUE,FALSE,TRUE
R_NO2t2r,"Nitrite transport in via proton symport, reversible",NO2t2r,,,,TRUE,FALSE,TRUE
R_O2t,O2 transport  diffusion ,O2t,,,,TRUE,FALSE,TRUE
R_OCDCAt2,Octadecanoate transport via proton symport,OCDCAt2,,,,TRUE,FALSE,TRUE
R_PPPNt2r,"3-phenylpropionate transport via proton symport, reversible",PPPNt2r,,,,TRUE,FALSE,TRUE
R_PYRt2,Pyruvate transport in via proton symport,PYRt2,,,,TRUE,FALSE,TRUE
R_SUCCabc,Succinate transport via ABC system,SUCCabc,,,,TRUE,FALSE,TRUE
R_SUCCt2_3,Succintate transport via proton symport (3 H),SUCCt2_3,,,,TRUE,FALSE,TRUE
R_SUCCt2r,Succinate transport via proton symport,SUCCt2r,,,,TRUE,FALSE,TRUE
R_SUCpts,Sucrose transport via PEP:Pyr PTS,SUCpts,,,,TRUE,FALSE,TRUE
R_TTDCAt2,Tetradecanoate transport via proton symport,TTDCAt2,,,,TRUE,FALSE,TRUE
R_THMabc,Thiamine transport via ABC system,THMabc,,,,TRUE,FALSE,TRUE
R_THRabc,L-threonine transport via ABC system,THRabc,,,,TRUE,FALSE,TRUE
R_VALt2r,L valine reversible transport via proton symport,VALt2r,,,,TRUE,FALSE,TRUE
R_XANt,Xanthine reversible transport,XANt,,,,TRUE,FALSE,TRUE
R_SBTpts,D-sorbitol transport via PEP:Pyr PTS,SBTpts,,,,TRUE,FALSE,TRUE
