bigg_id,name,database_links,kegg,ec,rhea
SERR,Serine racemase,RHEA: http://identifiers.org/rhea/10980; RHEA: http://identifiers.org/rhea/10981; RHEA: http://identifiers.org/rhea/10982; RHEA: http://identifiers.org/rhea/10983; EC Number: http://identifiers.org/ec-code/5.1.1.10; EC Number: http://identifiers.org/ec-code/5.1.1.18; BioCyc: http://identifiers.org/biocyc/META:5.1.1.18-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104348; KEGG Reaction: http://identifiers.org/kegg.reaction/R00589; SEED Reaction: http://identifiers.org/seed.reaction/rxn00425,R00589,5.1.1.18,10983
ST3GAL23g_cho,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase, Golgi apparatus",EC Number: http://identifiers.org/ec-code/2.4.99.4; RHEA: http://identifiers.org/rhea/47572; RHEA: http://identifiers.org/rhea/47573; RHEA: http://identifiers.org/rhea/47574; RHEA: http://identifiers.org/rhea/47575; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104548; KEGG Reaction: http://identifiers.org/kegg.reaction/R05116; KEGG Reaction: http://identifiers.org/kegg.reaction/R05949; SEED Reaction: http://identifiers.org/seed.reaction/rxn03466,R05949,2.4.99.4,47575
ST3GAL61g_cho,"Type 2 lactosamine alpha-2,3-sialyltransferase",RHEA: http://identifiers.org/rhea/18913; RHEA: http://identifiers.org/rhea/18914; RHEA: http://identifiers.org/rhea/18915; RHEA: http://identifiers.org/rhea/18916; EC Number: http://identifiers.org/ec-code/2.4.99.6; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104552; KEGG Reaction: http://identifiers.org/kegg.reaction/R04656; KEGG Reaction: http://identifiers.org/kegg.reaction/R06026,R06026,2.4.99.6,18916
ST8SIA55g_cho,"Beta-galactoside alpha-2,3-sialyltransferase",RHEA: http://identifiers.org/rhea/47604; RHEA: http://identifiers.org/rhea/47605; RHEA: http://identifiers.org/rhea/47606; RHEA: http://identifiers.org/rhea/47607; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104589,,,47607
ST8SIA56g_cho,"Alpha-2,8-sialyltransferase 8E",EC Number: http://identifiers.org/ec-code/2.4.99.8; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104591; KEGG Reaction: http://identifiers.org/kegg.reaction/R06032,R06032,2.4.99.8,
TRPOX,L-Tryptophan oxidase,EC Number: http://identifiers.org/ec-code/1.4.3.2; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104945; KEGG Reaction: http://identifiers.org/kegg.reaction/R00677; SEED Reaction: http://identifiers.org/seed.reaction/rxn00477,R00677,1.4.3.2,
UGCG_cho,Ceramide glucosyltransferase,EC Number: http://identifiers.org/ec-code/2.4.1.80; BioCyc: http://identifiers.org/biocyc/META:RXN-18272; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR143435; KEGG Reaction: http://identifiers.org/kegg.reaction/R01497; KEGG Reaction: http://identifiers.org/kegg.reaction/R06275; SEED Reaction: http://identifiers.org/seed.reaction/rxn01088,R06275,2.4.1.80,
XAO2,Xanthine oxidase (hypoxanthine),EC Number: http://identifiers.org/ec-code/1.17.3.2; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105229; Reactome Reaction: http://identifiers.org/reactome/R-BTA-74247; Reactome Reaction: http://identifiers.org/reactome/R-CEL-74247; Reactome Reaction: http://identifiers.org/reactome/R-CFA-74247; Reactome Reaction: http://identifiers.org/reactome/R-DDI-74247; Reactome Reaction: http://identifiers.org/reactome/R-DME-74247; Reactome Reaction: http://identifiers.org/reactome/R-DRE-74247; Reactome Reaction: http://identifiers.org/reactome/R-GGA-74247; Reactome Reaction: http://identifiers.org/reactome/R-HSA-74247; Reactome Reaction: http://identifiers.org/reactome/R-MMU-74247; Reactome Reaction: http://identifiers.org/reactome/R-RNO-74247; Reactome Reaction: http://identifiers.org/reactome/R-SSC-74247; Reactome Reaction: http://identifiers.org/reactome/R-TGU-74247; Reactome Reaction: http://identifiers.org/reactome/R-XTR-74247; KEGG Reaction: http://identifiers.org/kegg.reaction/R01769; SEED Reaction: http://identifiers.org/seed.reaction/rxn01298,R01769,1.17.3.2,
XOLESTte_cho,Cholesterol ester transporter,RHEA: http://identifiers.org/rhea/39007; RHEA: http://identifiers.org/rhea/39008; RHEA: http://identifiers.org/rhea/39009; RHEA: http://identifiers.org/rhea/39010; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105237; Reactome Reaction: http://identifiers.org/reactome/R-HSA-8876731,,,39010
XYLOR,D-xylose:NADP+ 1-oxidoreductase,EC Number: http://identifiers.org/ec-code/1.1.1.179; RHEA: http://identifiers.org/rhea/22000; RHEA: http://identifiers.org/rhea/22001; RHEA: http://identifiers.org/rhea/22002; RHEA: http://identifiers.org/rhea/22003; BioCyc: http://identifiers.org/biocyc/META:D-XYLOSE-1-DEHYDROGENASE-NADP+-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105257; KEGG Reaction: http://identifiers.org/kegg.reaction/R01430; SEED Reaction: http://identifiers.org/seed.reaction/rxn01042,R01430,1.1.1.179,22003
r0013,Beta-N-acetylhexosaminidase Aminosugars metabolism EC:3.2.1.52,EC Number: http://identifiers.org/ec-code/3.2.1.52; RHEA: http://identifiers.org/rhea/30671; RHEA: http://identifiers.org/rhea/30672; RHEA: http://identifiers.org/rhea/30673; RHEA: http://identifiers.org/rhea/30674; BioCyc: http://identifiers.org/biocyc/META:RXN-12625; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95628; KEGG Reaction: http://identifiers.org/kegg.reaction/R00022; KEGG Reaction: http://identifiers.org/kegg.reaction/R06141; SEED Reaction: http://identifiers.org/seed.reaction/rxn00016,R06141,3.2.1.52,30674
r0016,Fe(II):oxygen oxidoreductase Porphyrin and chlorophyll metabolism EC:1.16.3.1,EC Number: http://identifiers.org/ec-code/1.16.3.1; RHEA: http://identifiers.org/rhea/11148; RHEA: http://identifiers.org/rhea/11149; RHEA: http://identifiers.org/rhea/11150; RHEA: http://identifiers.org/rhea/11151; RHEA: http://identifiers.org/rhea/11436; RHEA: http://identifiers.org/rhea/11437; RHEA: http://identifiers.org/rhea/11438; RHEA: http://identifiers.org/rhea/11439; BioCyc: http://identifiers.org/biocyc/META:RXN0-1483; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99561; KEGG Reaction: http://identifiers.org/kegg.reaction/R00078; SEED Reaction: http://identifiers.org/seed.reaction/rxn00056,R00078,1.16.3.1,11439
r0027,NADPH:CoA-glutathione oxidoreductase EC:1.8.1.9,EC Number: http://identifiers.org/ec-code/1.8.1.10; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105303; SEED Reaction: http://identifiers.org/seed.reaction/rxn00087,,1.8.1.10,
r0068,Acetyl adenylate:CoA ligase (AMP-forming) Pyruvate metabolism EC:6.2.1.1,EC Number: http://identifiers.org/ec-code/6.2.1.1; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105304; KEGG Reaction: http://identifiers.org/kegg.reaction/R00236; SEED Reaction: http://identifiers.org/seed.reaction/rxn00176,R00236,6.2.1.1,
r0074,L-Glutamate 5-semialdehyde:NAD+ oxidoreductase Arginine and proline metabolism EC:1.5.1.12,EC Number: http://identifiers.org/ec-code/1.2.1.88; EC Number: http://identifiers.org/ec-code/1.5.1.12; RHEA: http://identifiers.org/rhea/30235; RHEA: http://identifiers.org/rhea/30236; RHEA: http://identifiers.org/rhea/30237; RHEA: http://identifiers.org/rhea/30238; BioCyc: http://identifiers.org/biocyc/META:RXN-14116; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103352; Reactome Reaction: http://identifiers.org/reactome/R-BTA-70679; Reactome Reaction: http://identifiers.org/reactome/R-CEL-70679; Reactome Reaction: http://identifiers.org/reactome/R-CFA-70679; Reactome Reaction: http://identifiers.org/reactome/R-DDI-70679; Reactome Reaction: http://identifiers.org/reactome/R-DME-70679; Reactome Reaction: http://identifiers.org/reactome/R-DRE-70679; Reactome Reaction: http://identifiers.org/reactome/R-GGA-70679; Reactome Reaction: http://identifiers.org/reactome/R-HSA-70679; Reactome Reaction: http://identifiers.org/reactome/R-MMU-70679; Reactome Reaction: http://identifiers.org/reactome/R-RNO-70679; Reactome Reaction: http://identifiers.org/reactome/R-SCE-70679; Reactome Reaction: http://identifiers.org/reactome/R-SPO-70679; Reactome Reaction: http://identifiers.org/reactome/R-SSC-70679; Reactome Reaction: http://identifiers.org/reactome/R-TGU-70679; Reactome Reaction: http://identifiers.org/reactome/R-XTR-70679; KEGG Reaction: http://identifiers.org/kegg.reaction/R00245; SEED Reaction: http://identifiers.org/seed.reaction/rxn00183,R00245,1.5.1.12,30238
r0082,Oxalosuccinate:NADP+ oxidoreductase (decarboxylating) Citrate cycle (TCA cycle) EC:1.1.1.42,EC Number: http://identifiers.org/ec-code/1.1.1.42; RHEA: http://identifiers.org/rhea/19381; RHEA: http://identifiers.org/rhea/19382; RHEA: http://identifiers.org/rhea/19383; RHEA: http://identifiers.org/rhea/19384; BioCyc: http://identifiers.org/biocyc/META:RXN-8642; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105305; KEGG Reaction: http://identifiers.org/kegg.reaction/R00268; SEED Reaction: http://identifiers.org/seed.reaction/rxn00199,R00268,1.1.1.42,19384
r0083,Oxalosuccinate:NADP+ oxidoreductase (decarboxylating) Citrate cycle (TCA cycle) EC:1.1.1.42,EC Number: http://identifiers.org/ec-code/1.1.1.42; RHEA: http://identifiers.org/rhea/19381; RHEA: http://identifiers.org/rhea/19382; RHEA: http://identifiers.org/rhea/19383; RHEA: http://identifiers.org/rhea/19384; BioCyc: http://identifiers.org/biocyc/META:RXN-8642; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105305; KEGG Reaction: http://identifiers.org/kegg.reaction/R00268; SEED Reaction: http://identifiers.org/seed.reaction/rxn00199,R00268,1.1.1.42,19384
r0085,2-Oxoglutaramate amidohydrolase Glutamate metabolism EC:3.5.1.3,EC Number: http://identifiers.org/ec-code/3.5.1.111; EC Number: http://identifiers.org/ec-code/3.5.1.3; RHEA: http://identifiers.org/rhea/32963; RHEA: http://identifiers.org/rhea/32964; RHEA: http://identifiers.org/rhea/32965; RHEA: http://identifiers.org/rhea/32966; BioCyc: http://identifiers.org/biocyc/META:RXN-13072; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105306; KEGG Reaction: http://identifiers.org/kegg.reaction/R00269; SEED Reaction: http://identifiers.org/seed.reaction/rxn00200,R00269,3.5.1.3,32966
r0086,2-Oxoglutaramate amidohydrolase Glutamate metabolism EC:3.5.1.3,EC Number: http://identifiers.org/ec-code/3.5.1.111; EC Number: http://identifiers.org/ec-code/3.5.1.3; RHEA: http://identifiers.org/rhea/32963; RHEA: http://identifiers.org/rhea/32964; RHEA: http://identifiers.org/rhea/32965; RHEA: http://identifiers.org/rhea/32966; BioCyc: http://identifiers.org/biocyc/META:RXN-13072; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105306; KEGG Reaction: http://identifiers.org/kegg.reaction/R00269; SEED Reaction: http://identifiers.org/seed.reaction/rxn00200,R00269,3.5.1.3,32966
r0139,CDP diphosphohydrolase Pyrimidine metabolism EC:3.6.1.5,EC Number: http://identifiers.org/ec-code/3.6.1.5; EC Number: http://identifiers.org/ec-code/3.6.1.6; BioCyc: http://identifiers.org/biocyc/META:RXN-12198; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96559; KEGG Reaction: http://identifiers.org/kegg.reaction/R00514; SEED Reaction: http://identifiers.org/seed.reaction/rxn00366,R00514,3.6.1.6,
r0163,2-oxoglutarate dehydrogenase E1 component Citrate cycle (TCA cycle) EC:1.2.4.2,EC Number: http://identifiers.org/ec-code/1.2.4.2; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105310; KEGG Reaction: http://identifiers.org/kegg.reaction/R00621; SEED Reaction: http://identifiers.org/seed.reaction/rxn00441,R00621,1.2.4.2,
r0166,Uridine triphosphate pyrophosphohydrolase Pyrimidine metabolism EC:3.6.1.19,RHEA: http://identifiers.org/rhea/29395; RHEA: http://identifiers.org/rhea/29396; RHEA: http://identifiers.org/rhea/29397; RHEA: http://identifiers.org/rhea/29398; EC Number: http://identifiers.org/ec-code/3.6.1.8; EC Number: http://identifiers.org/ec-code/3.6.1.9; BioCyc: http://identifiers.org/biocyc/META:RXN-14139; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102055; KEGG Reaction: http://identifiers.org/kegg.reaction/R00662; SEED Reaction: http://identifiers.org/seed.reaction/rxn00463,R00662,3.6.1.9,29398
r0173,(S)-Lactate:NAD+ oxidoreductase Glycolysis / Gluconeogenesis / Pyruvate metabolism EC:1.1.1.27,EC Number: http://identifiers.org/ec-code/1.1.1.27; RHEA: http://identifiers.org/rhea/23444; RHEA: http://identifiers.org/rhea/23445; RHEA: http://identifiers.org/rhea/23446; RHEA: http://identifiers.org/rhea/23447; BioCyc: http://identifiers.org/biocyc/META:L-LACTATE-DEHYDROGENASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101040; Reactome Reaction: http://identifiers.org/reactome/R-ATH-6807826; Reactome Reaction: http://identifiers.org/reactome/R-ATH-70510; Reactome Reaction: http://identifiers.org/reactome/R-ATH-71849; Reactome Reaction: http://identifiers.org/reactome/R-BTA-70510; Reactome Reaction: http://identifiers.org/reactome/R-BTA-71849; Reactome Reaction: http://identifiers.org/reactome/R-CEL-6807826; Reactome Reaction: http://identifiers.org/reactome/R-CEL-70510; Reactome Reaction: http://identifiers.org/reactome/R-CEL-71849; Reactome Reaction: http://identifiers.org/reactome/R-CFA-70510; Reactome Reaction: http://identifiers.org/reactome/R-CFA-71849; Reactome Reaction: http://identifiers.org/reactome/R-DME-6807826; Reactome Reaction: http://identifiers.org/reactome/R-DME-70510; Reactome Reaction: http://identifiers.org/reactome/R-DME-71849; Reactome Reaction: http://identifiers.org/reactome/R-DRE-6807826; Reactome Reaction: http://identifiers.org/reactome/R-DRE-70510; Reactome Reaction: http://identifiers.org/reactome/R-DRE-71849; Reactome Reaction: http://identifiers.org/reactome/R-GGA-372903; Reactome Reaction: http://identifiers.org/reactome/R-GGA-372910; Reactome Reaction: http://identifiers.org/reactome/R-GGA-6807826; Reactome Reaction: http://identifiers.org/reactome/R-GGA-70510; Reactome Reaction: http://identifiers.org/reactome/R-GGA-71849; Reactome Reaction: http://identifiers.org/reactome/R-HSA-6807826; Reactome Reaction: http://identifiers.org/reactome/R-HSA-70510; Reactome Reaction: http://identifiers.org/reactome/R-HSA-71849; Reactome Reaction: http://identifiers.org/reactome/R-MMU-6807826; Reactome Reaction: http://identifiers.org/reactome/R-MMU-70510; Reactome Reaction: http://identifiers.org/reactome/R-MMU-71849; Reactome Reaction: http://identifiers.org/reactome/R-OSA-6807826; Reactome Reaction: http://identifiers.org/reactome/R-OSA-70510; Reactome Reaction: http://identifiers.org/reactome/R-OSA-71849; Reactome Reaction: http://identifiers.org/reactome/R-PFA-6807826; Reactome Reaction: http://identifiers.org/reactome/R-PFA-70510; Reactome Reaction: http://identifiers.org/reactome/R-PFA-71849; Reactome Reaction: http://identifiers.org/reactome/R-RNO-70510; Reactome Reaction: http://identifiers.org/reactome/R-RNO-71849; Reactome Reaction: http://identifiers.org/reactome/R-SPO-6807826; Reactome Reaction: http://identifiers.org/reactome/R-SPO-70510; Reactome Reaction: http://identifiers.org/reactome/R-SPO-71849; Reactome Reaction: http://identifiers.org/reactome/R-SSC-6807826; Reactome Reaction: http://identifiers.org/reactome/R-SSC-70510; Reactome Reaction: http://identifiers.org/reactome/R-SSC-71849; Reactome Reaction: http://identifiers.org/reactome/R-TGU-6807826; Reactome Reaction: http://identifiers.org/reactome/R-TGU-70510; Reactome Reaction: http://identifiers.org/reactome/R-TGU-71849; Reactome Reaction: http://identifiers.org/reactome/R-XTR-6807826; Reactome Reaction: http://identifiers.org/reactome/R-XTR-70510; Reactome Reaction: http://identifiers.org/reactome/R-XTR-71849; KEGG Reaction: http://identifiers.org/kegg.reaction/R00703; SEED Reaction: http://identifiers.org/seed.reaction/rxn00499,R00703,1.1.1.27,23447
r0331,"5,6-Dihydrothymine:NAD+ oxidoreductase Pyrimidine metabolism EC:1.3.1.1",EC Number: http://identifiers.org/ec-code/1.3.1.1; RHEA: http://identifiers.org/rhea/28791; RHEA: http://identifiers.org/rhea/28792; RHEA: http://identifiers.org/rhea/28793; RHEA: http://identifiers.org/rhea/28794; BioCyc: http://identifiers.org/biocyc/META:RXN0-6565; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105323; KEGG Reaction: http://identifiers.org/kegg.reaction/R01414; SEED Reaction: http://identifiers.org/seed.reaction/rxn01027,R01414,1.3.1.1,28794
r0354,Glycolysis / Glyconeogenesis EC:2.7.1.1,EC Number: http://identifiers.org/ec-code/2.7.1.1; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR105324; KEGG Reaction: http://identifiers.org/kegg.reaction/R00725; SEED Reaction: http://identifiers.org/seed.reaction/rxn00518,R00725,2.7.1.1,
r0383,"Pyruvate:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-acetylating) EC:1.2.4.1",EC Number: http://identifiers.org/ec-code/1.2.4.1; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102427; SEED Reaction: http://identifiers.org/seed.reaction/rxn01242,,1.2.4.1,
r0390,Isomaltose 6-alpha-D-glucanohydrolase Starch and sucrose metabolism EC:3.2.1.10,EC Number: http://identifiers.org/ec-code/3.2.1.10; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101625; SEED Reaction: http://identifiers.org/seed.reaction/rxn01259,,3.2.1.10,
r0393,D-Glyceraldehyde:NAD+ oxidoreductase Glycerolipid metabolism EC:1.2.1.3,EC Number: http://identifiers.org/ec-code/1.2.1.3; RHEA: http://identifiers.org/rhea/30783; RHEA: http://identifiers.org/rhea/30784; RHEA: http://identifiers.org/rhea/30785; RHEA: http://identifiers.org/rhea/30786; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100310; Reactome Reaction: http://identifiers.org/reactome/R-ATH-6813749; Reactome Reaction: http://identifiers.org/reactome/R-BTA-6813749; Reactome Reaction: http://identifiers.org/reactome/R-CEL-6813749; Reactome Reaction: http://identifiers.org/reactome/R-CFA-6813749; Reactome Reaction: http://identifiers.org/reactome/R-GGA-6813749; Reactome Reaction: http://identifiers.org/reactome/R-HSA-6813749; Reactome Reaction: http://identifiers.org/reactome/R-MMU-6813749; Reactome Reaction: http://identifiers.org/reactome/R-OSA-6813749; Reactome Reaction: http://identifiers.org/reactome/R-RNO-6813749; Reactome Reaction: http://identifiers.org/reactome/R-SCE-6813749; Reactome Reaction: http://identifiers.org/reactome/R-SSC-6813749; Reactome Reaction: http://identifiers.org/reactome/R-TGU-6813749; Reactome Reaction: http://identifiers.org/reactome/R-XTR-6813749; KEGG Reaction: http://identifiers.org/kegg.reaction/R01752; SEED Reaction: http://identifiers.org/seed.reaction/rxn01286,R01752,1.2.1.3,30786
